bike_number,rideable_type,country,introduced_date
W003756,classic_bike,US,2023-02-10
W005966,classic_bike,US,2023-02-10
W005396,classic_bike,US,2023-02-10
W005236,classic_bike,US,2023-02-10
W001298,electric_bike,CAN,2023-04-12
W005570,classic_bike,CAN,2023-04-12
W005284,classic_bike,CAN,2023-04-12
W003796,classic_bike,CAN,2023-04-12
W000484,classic_bike,CAN,2023-04-12
W001637,electric_bike,CAN,2023-01-01
W009218,classic_bike,CAN,2023-01-01
W002855,classic_bike,CAN,2023-01-01
W008463,classic_bike,CAN,2023-01-01
W000992,classic_bike,CAN,2023-01-01
W009455,classic_bike,CAN,2023-05-12
W004518,classic_bike,CAN,2023-05-12
W001592,classic_bike,CAN,2023-05-12
W002366,classic_bike,CAN,2023-05-12
W003468,docked_bike,CAN,2023-05-12
W009675,classic_bike,US,2023-04-12
W003563,classic_bike,US,2023-04-12
W005290,classic_bike,US,2023-04-12
W003884,classic_bike,US,2023-04-12
W002330,classic_bike,US,2023-04-12
W004962,classic_bike,CAN,2023-02-10
W006344,classic_bike,CAN,2023-02-10
W009777,classic_bike,CAN,2023-02-10
W004902,classic_bike,CAN,2023-02-10
W009528,classic_bike,CAN,2023-02-10
W006988,classic_bike,CAN,2023-01-01
W002985,electric_bike,CAN,2023-01-01
W009785,classic_bike,CAN,2023-01-01
W005062,docked_bike,CAN,2023-01-01
W001626,classic_bike,CAN,2023-01-01
W007016,docked_bike,US,2023-02-10
W001322,classic_bike,US,2023-02-10
W005857,classic_bike,US,2023-02-10
W002127,classic_bike,US,2023-02-10
W000860,classic_bike,US,2023-02-10
W007883,classic_bike,CAN,2023-05-12
W000892,classic_bike,CAN,2023-05-12
W007199,classic_bike,CAN,2023-05-12
W003893,classic_bike,CAN,2023-05-12
W000472,classic_bike,CAN,2023-05-12
W001537,classic_bike,CAN,2023-07-07
W002670,classic_bike,CAN,2023-07-07
W007916,electric_bike,CAN,2023-07-07
W009681,classic_bike,CAN,2023-07-07
W001276,classic_bike,CAN,2023-07-07
W005519,classic_bike,CAN,2023-02-10
W000829,classic_bike,CAN,2023-02-10
W007548,classic_bike,CAN,2023-02-10
W006113,classic_bike,CAN,2023-02-10
W002110,classic_bike,CAN,2023-02-10
W008546,classic_bike,US,2023-07-07
W001799,classic_bike,US,2023-07-07
W009321,classic_bike,US,2023-07-07
W000720,classic_bike,US,2023-07-07
W009381,classic_bike,US,2023-07-07
W000627,classic_bike,CAN,2023-03-25
W008847,classic_bike,CAN,2023-03-25
W004630,classic_bike,CAN,2023-03-25
W004924,electric_bike,CAN,2023-03-25
W004351,classic_bike,CAN,2023-03-25
W006611,classic_bike,US,2023-02-10
W009431,docked_bike,US,2023-02-10
W000724,classic_bike,US,2023-02-10
W008282,classic_bike,US,2023-02-10
W004381,electric_bike,US,2023-02-10
W008596,classic_bike,US,2023-07-07
W000998,classic_bike,US,2023-07-07
W005438,classic_bike,US,2023-07-07
W004997,docked_bike,US,2023-07-07
W000375,classic_bike,US,2023-07-07
W002264,classic_bike,US,2023-02-10
W001180,classic_bike,US,2023-02-10
W003508,classic_bike,US,2023-02-10
W002279,classic_bike,US,2023-02-10
W006933,classic_bike,US,2023-02-10
W007467,classic_bike,CAN,2023-01-01
W000810,docked_bike,CAN,2023-01-01
W001146,electric_bike,CAN,2023-01-01
W007681,electric_bike,CAN,2023-01-01
W006403,classic_bike,CAN,2023-01-01
W001657,classic_bike,US,2023-03-25
W008823,classic_bike,US,2023-03-25
W000666,classic_bike,US,2023-03-25
W001388,classic_bike,US,2023-03-25
W009582,electric_bike,US,2023-03-25
W002836,classic_bike,CAN,2023-07-07
W009213,docked_bike,CAN,2023-07-07
W008706,docked_bike,CAN,2023-07-07
W000431,classic_bike,CAN,2023-07-07
W005744,docked_bike,CAN,2023-07-07
W003389,classic_bike,CAN,2023-07-07
W001317,classic_bike,CAN,2023-07-07
W005695,classic_bike,CAN,2023-07-07
W002942,classic_bike,CAN,2023-07-07
W009774,classic_bike,CAN,2023-07-07
W008321,classic_bike,US,2023-02-10
W003289,classic_bike,US,2023-02-10
W005715,classic_bike,US,2023-02-10
W001847,classic_bike,US,2023-02-10
W005875,classic_bike,US,2023-02-10
W002171,classic_bike,CAN,2023-05-12
W008437,classic_bike,CAN,2023-05-12
W000643,classic_bike,CAN,2023-05-12
W008200,classic_bike,CAN,2023-05-12
W004801,classic_bike,CAN,2023-05-12
W005525,classic_bike,CAN,2023-01-01
W005700,classic_bike,CAN,2023-01-01
W006807,classic_bike,CAN,2023-01-01
W007127,docked_bike,CAN,2023-01-01
W003486,classic_bike,CAN,2023-01-01
W000883,docked_bike,CAN,2023-02-10
W008136,classic_bike,CAN,2023-02-10
W004187,classic_bike,CAN,2023-02-10
W002227,electric_bike,CAN,2023-02-10
W005820,classic_bike,CAN,2023-02-10
W004847,classic_bike,US,2023-04-12
W001413,classic_bike,US,2023-04-12
W000417,classic_bike,US,2023-04-12
W003659,classic_bike,US,2023-04-12
W004329,docked_bike,US,2023-04-12
W002751,classic_bike,US,2023-01-01
W007040,classic_bike,US,2023-01-01
W002905,classic_bike,US,2023-01-01
W003453,classic_bike,US,2023-01-01
W008270,classic_bike,US,2023-01-01
W002455,classic_bike,US,2023-06-18
W008739,classic_bike,US,2023-06-18
W006434,classic_bike,US,2023-06-18
W007252,classic_bike,US,2023-06-18
W003706,classic_bike,US,2023-06-18
W008754,classic_bike,CAN,2023-03-25
W007364,classic_bike,CAN,2023-03-25
W003110,classic_bike,CAN,2023-03-25
W006746,classic_bike,CAN,2023-03-25
W004075,classic_bike,CAN,2023-03-25
W002495,classic_bike,CAN,2023-01-01
W003641,classic_bike,CAN,2023-01-01
W006861,classic_bike,CAN,2023-01-01
W007208,classic_bike,CAN,2023-01-01
W006957,classic_bike,CAN,2023-01-01
W008107,classic_bike,US,2023-02-10
W001443,classic_bike,US,2023-02-10
W009632,classic_bike,US,2023-02-10
W004085,classic_bike,US,2023-02-10
W005933,classic_bike,US,2023-02-10
W003913,classic_bike,US,2023-04-12
W005682,electric_bike,US,2023-04-12
W003179,electric_bike,US,2023-04-12
W003251,classic_bike,US,2023-04-12
W000420,classic_bike,US,2023-04-12
W000852,classic_bike,CAN,2023-01-01
W007116,docked_bike,CAN,2023-01-01
W000573,classic_bike,CAN,2023-01-01
W000480,electric_bike,CAN,2023-01-01
W003973,classic_bike,CAN,2023-01-01
W002150,classic_bike,US,2023-04-12
W009445,classic_bike,US,2023-04-12
W000398,classic_bike,US,2023-04-12
W006393,docked_bike,US,2023-04-12
W008100,classic_bike,US,2023-04-12
W008091,classic_bike,CAN,2023-04-12
W007149,classic_bike,CAN,2023-04-12
W008953,electric_bike,CAN,2023-04-12
W008125,classic_bike,CAN,2023-04-12
W000530,classic_bike,CAN,2023-04-12
W001264,classic_bike,US,2023-03-25
W002345,classic_bike,US,2023-03-25
W007427,electric_bike,US,2023-03-25
W007889,classic_bike,US,2023-03-25
W008623,classic_bike,US,2023-03-25
W007036,electric_bike,US,2023-04-12
W001866,classic_bike,US,2023-04-12
W000450,docked_bike,US,2023-04-12
W001522,classic_bike,US,2023-04-12
W000726,classic_bike,US,2023-04-12
W004424,classic_bike,US,2023-03-25
W003503,classic_bike,US,2023-03-25
W003824,classic_bike,US,2023-03-25
W008087,classic_bike,US,2023-03-25
W004535,classic_bike,US,2023-03-25
W008973,classic_bike,CAN,2023-03-25
W005507,electric_bike,CAN,2023-03-25
W006195,classic_bike,CAN,2023-03-25
W004623,classic_bike,CAN,2023-03-25
W004276,classic_bike,CAN,2023-03-25
W002321,classic_bike,CAN,2023-02-10
W001617,classic_bike,CAN,2023-02-10
W009072,classic_bike,CAN,2023-02-10
W005256,classic_bike,CAN,2023-02-10
W000175,classic_bike,CAN,2023-02-10
W004182,classic_bike,US,2023-04-12
W003270,classic_bike,US,2023-04-12
W001305,classic_bike,US,2023-04-12
W003627,classic_bike,US,2023-04-12
W008771,classic_bike,US,2023-04-12
W007404,classic_bike,CAN,2023-03-25
W006987,classic_bike,CAN,2023-03-25
W009723,classic_bike,CAN,2023-03-25
W003774,classic_bike,CAN,2023-03-25
W004119,classic_bike,CAN,2023-03-25
W005429,electric_bike,US,2023-05-12
W005289,classic_bike,US,2023-05-12
W004331,classic_bike,US,2023-05-12
W009764,classic_bike,US,2023-05-12
W008289,classic_bike,US,2023-05-12
W009511,electric_bike,US,2023-06-18
W009202,classic_bike,US,2023-06-18
W000884,classic_bike,US,2023-06-18
W000991,classic_bike,US,2023-06-18
W002328,classic_bike,US,2023-06-18
W006829,classic_bike,CAN,2023-05-12
W004673,classic_bike,CAN,2023-05-12
W002132,classic_bike,CAN,2023-05-12
W006054,classic_bike,CAN,2023-05-12
W005822,classic_bike,CAN,2023-05-12
W003597,classic_bike,CAN,2023-05-12
W007491,classic_bike,CAN,2023-05-12
W008582,classic_bike,CAN,2023-05-12
W001949,classic_bike,CAN,2023-05-12
W001390,classic_bike,CAN,2023-05-12
W007734,classic_bike,US,2023-03-25
W007925,electric_bike,US,2023-03-25
W007565,classic_bike,US,2023-03-25
W005987,classic_bike,US,2023-03-25
W008905,classic_bike,US,2023-03-25
W000454,classic_bike,CAN,2023-01-01
W003960,classic_bike,CAN,2023-01-01
W008657,classic_bike,CAN,2023-01-01
W008431,classic_bike,CAN,2023-01-01
W004228,classic_bike,CAN,2023-01-01
W008937,classic_bike,CAN,2023-01-01
W003474,classic_bike,CAN,2023-01-01
W001839,classic_bike,CAN,2023-01-01
W002507,electric_bike,CAN,2023-01-01
W005260,classic_bike,CAN,2023-01-01
W003198,classic_bike,CAN,2023-01-01
W005613,classic_bike,CAN,2023-01-01
W003304,classic_bike,CAN,2023-01-01
W009602,classic_bike,CAN,2023-01-01
W008960,classic_bike,CAN,2023-01-01
W002440,classic_bike,CAN,2023-06-18
W009843,classic_bike,CAN,2023-06-18
W002800,classic_bike,CAN,2023-06-18
W001919,electric_bike,CAN,2023-06-18
W000468,electric_bike,CAN,2023-06-18
W006724,classic_bike,CAN,2023-06-18
W006634,electric_bike,CAN,2023-06-18
W004039,classic_bike,CAN,2023-06-18
W004741,classic_bike,CAN,2023-06-18
W005110,classic_bike,CAN,2023-06-18
W004707,classic_bike,US,2023-07-07
W005604,classic_bike,US,2023-07-07
W003948,classic_bike,US,2023-07-07
W002135,classic_bike,US,2023-07-07
W009606,classic_bike,US,2023-07-07
W002559,classic_bike,CAN,2023-04-12
W006914,classic_bike,CAN,2023-04-12
W003491,classic_bike,CAN,2023-04-12
W005588,classic_bike,CAN,2023-04-12
W000010,classic_bike,CAN,2023-04-12
W002470,classic_bike,US,2023-02-10
W009450,classic_bike,US,2023-02-10
W008816,classic_bike,US,2023-02-10
W002259,electric_bike,US,2023-02-10
W009069,electric_bike,US,2023-02-10
W007426,classic_bike,US,2023-07-07
W009349,classic_bike,US,2023-07-07
W005315,classic_bike,US,2023-07-07
W000183,classic_bike,US,2023-07-07
W005128,classic_bike,US,2023-07-07
W007197,classic_bike,CAN,2023-07-07
W003854,electric_bike,CAN,2023-07-07
W008444,classic_bike,CAN,2023-07-07
W007610,classic_bike,CAN,2023-07-07
W005575,docked_bike,CAN,2023-07-07
W002451,classic_bike,CAN,2023-07-07
W005408,electric_bike,CAN,2023-07-07
W001933,classic_bike,CAN,2023-07-07
W002067,classic_bike,CAN,2023-07-07
W006285,classic_bike,CAN,2023-07-07
W005542,classic_bike,US,2023-06-18
W008246,classic_bike,US,2023-06-18
W005581,classic_bike,US,2023-06-18
W000547,electric_bike,US,2023-06-18
W004644,classic_bike,US,2023-06-18
W008421,classic_bike,US,2023-07-07
W003286,classic_bike,US,2023-07-07
W002020,classic_bike,US,2023-07-07
W003496,classic_bike,US,2023-07-07
W000586,electric_bike,US,2023-07-07
W007885,classic_bike,US,2023-02-10
W003077,classic_bike,US,2023-02-10
W004084,electric_bike,US,2023-02-10
W003372,classic_bike,US,2023-02-10
W005911,classic_bike,US,2023-02-10
W006706,electric_bike,US,2023-02-10
W003615,classic_bike,US,2023-02-10
W000983,classic_bike,US,2023-02-10
W006131,classic_bike,US,2023-02-10
W008602,classic_bike,US,2023-02-10
W009659,classic_bike,CAN,2023-03-25
W007042,classic_bike,CAN,2023-03-25
W005089,classic_bike,CAN,2023-03-25
W008350,classic_bike,CAN,2023-03-25
W007172,classic_bike,CAN,2023-03-25
W006070,classic_bike,CAN,2023-06-18
W006056,classic_bike,CAN,2023-06-18
W003416,classic_bike,CAN,2023-06-18
W009921,classic_bike,CAN,2023-06-18
W004824,classic_bike,CAN,2023-06-18
W000161,electric_bike,US,2023-03-25
W006802,classic_bike,US,2023-03-25
W008709,classic_bike,US,2023-03-25
W005759,classic_bike,US,2023-03-25
W006327,classic_bike,US,2023-03-25
W004988,classic_bike,CAN,2023-03-25
W008268,electric_bike,CAN,2023-03-25
W004025,classic_bike,CAN,2023-03-25
W009123,classic_bike,CAN,2023-03-25
W004787,classic_bike,CAN,2023-03-25
W002182,classic_bike,CAN,2023-05-12
W001159,classic_bike,CAN,2023-05-12
W008084,classic_bike,CAN,2023-05-12
W003820,classic_bike,CAN,2023-05-12
W007008,classic_bike,CAN,2023-05-12
W007307,classic_bike,CAN,2023-07-07
W000044,classic_bike,CAN,2023-07-07
W008713,classic_bike,CAN,2023-07-07
W005580,classic_bike,CAN,2023-07-07
W003795,classic_bike,CAN,2023-07-07
W006513,electric_bike,CAN,2023-07-07
W008544,classic_bike,CAN,2023-07-07
W006878,classic_bike,CAN,2023-07-07
W008731,classic_bike,CAN,2023-07-07
W003156,electric_bike,CAN,2023-07-07
W001940,electric_bike,CAN,2023-05-12
W005824,electric_bike,CAN,2023-05-12
W004689,classic_bike,CAN,2023-05-12
W001128,classic_bike,CAN,2023-05-12
W006626,classic_bike,CAN,2023-05-12
W001371,classic_bike,CAN,2023-02-10
W009839,classic_bike,CAN,2023-02-10
W005074,classic_bike,CAN,2023-02-10
W008842,classic_bike,CAN,2023-02-10
W005755,classic_bike,CAN,2023-02-10
W008722,classic_bike,US,2023-05-12
W005000,classic_bike,US,2023-05-12
W004467,classic_bike,US,2023-05-12
W003209,classic_bike,US,2023-05-12
W000937,classic_bike,US,2023-05-12
W000056,classic_bike,US,2023-01-01
W000622,classic_bike,US,2023-01-01
W005786,classic_bike,US,2023-01-01
W005083,classic_bike,US,2023-01-01
W009122,classic_bike,US,2023-01-01
W008239,classic_bike,CAN,2023-06-18
W002713,classic_bike,CAN,2023-06-18
W005568,classic_bike,CAN,2023-06-18
W007225,classic_bike,CAN,2023-06-18
W000011,classic_bike,CAN,2023-06-18
W002457,classic_bike,CAN,2023-07-07
W002195,docked_bike,CAN,2023-07-07
W009627,classic_bike,CAN,2023-07-07
W000687,classic_bike,CAN,2023-07-07
W001777,classic_bike,CAN,2023-07-07
W008568,electric_bike,CAN,2023-02-10
W006880,classic_bike,CAN,2023-02-10
W003064,docked_bike,CAN,2023-02-10
W002392,classic_bike,CAN,2023-02-10
W004806,classic_bike,CAN,2023-02-10
W000993,electric_bike,CAN,2023-03-25
W004184,classic_bike,CAN,2023-03-25
W008167,classic_bike,CAN,2023-03-25
W007477,electric_bike,CAN,2023-03-25
W003395,electric_bike,CAN,2023-03-25
W003458,classic_bike,CAN,2023-03-25
W009963,docked_bike,CAN,2023-03-25
W003675,classic_bike,CAN,2023-03-25
W002153,classic_bike,CAN,2023-03-25
W007999,classic_bike,CAN,2023-03-25
W004469,classic_bike,CAN,2023-07-07
W001543,classic_bike,CAN,2023-07-07
W001487,classic_bike,CAN,2023-07-07
W007787,classic_bike,CAN,2023-07-07
W000492,classic_bike,CAN,2023-07-07
W009479,classic_bike,CAN,2023-04-12
W003557,classic_bike,CAN,2023-04-12
W008835,classic_bike,CAN,2023-04-12
W009986,classic_bike,CAN,2023-04-12
W009887,electric_bike,CAN,2023-04-12
W004512,electric_bike,CAN,2023-01-01
W003836,classic_bike,CAN,2023-01-01
W007488,classic_bike,CAN,2023-01-01
W004712,classic_bike,CAN,2023-01-01
W001442,classic_bike,CAN,2023-01-01
W000282,classic_bike,US,2023-01-01
W004915,classic_bike,US,2023-01-01
W004993,classic_bike,US,2023-01-01
W007134,classic_bike,US,2023-01-01
W006581,classic_bike,US,2023-01-01
W002528,classic_bike,US,2023-04-12
W007737,classic_bike,US,2023-04-12
W006209,classic_bike,US,2023-04-12
W008677,classic_bike,US,2023-04-12
W006934,classic_bike,US,2023-04-12
W006718,electric_bike,US,2023-06-18
W000772,classic_bike,US,2023-06-18
W004357,classic_bike,US,2023-06-18
W004230,classic_bike,US,2023-06-18
W004056,classic_bike,US,2023-06-18
W004494,classic_bike,US,2023-07-07
W006836,classic_bike,US,2023-07-07
W002754,classic_bike,US,2023-07-07
W008800,classic_bike,US,2023-07-07
W006210,classic_bike,US,2023-07-07
W005728,classic_bike,CAN,2023-01-01
W009836,classic_bike,CAN,2023-01-01
W006997,classic_bike,CAN,2023-01-01
W008405,electric_bike,CAN,2023-01-01
W004226,classic_bike,CAN,2023-01-01
W008055,classic_bike,CAN,2023-05-12
W008182,classic_bike,CAN,2023-05-12
W000835,classic_bike,CAN,2023-05-12
W007053,classic_bike,CAN,2023-05-12
W008158,classic_bike,CAN,2023-05-12
W006881,classic_bike,US,2023-01-01
W007243,classic_bike,US,2023-01-01
W002934,classic_bike,US,2023-01-01
W005125,classic_bike,US,2023-01-01
W005702,classic_bike,US,2023-01-01
W008376,classic_bike,CAN,2023-07-07
W007902,classic_bike,CAN,2023-07-07
W001622,classic_bike,CAN,2023-07-07
W002087,classic_bike,CAN,2023-07-07
W007767,classic_bike,CAN,2023-07-07
W002115,classic_bike,CAN,2023-04-12
W000371,classic_bike,CAN,2023-04-12
W008998,classic_bike,CAN,2023-04-12
W001815,classic_bike,CAN,2023-04-12
W007068,classic_bike,CAN,2023-04-12
W001935,classic_bike,CAN,2023-04-12
W001584,electric_bike,CAN,2023-04-12
W000715,classic_bike,CAN,2023-04-12
W004347,classic_bike,CAN,2023-04-12
W009088,classic_bike,CAN,2023-04-12
W006436,classic_bike,US,2023-05-12
W003080,classic_bike,US,2023-05-12
W000336,classic_bike,US,2023-05-12
W004632,electric_bike,US,2023-05-12
W005343,classic_bike,US,2023-05-12
W003996,electric_bike,US,2023-02-10
W008523,classic_bike,US,2023-02-10
W000447,classic_bike,US,2023-02-10
W008346,classic_bike,US,2023-02-10
W002285,classic_bike,US,2023-02-10
W001918,classic_bike,CAN,2023-01-01
W001708,classic_bike,CAN,2023-01-01
W008051,classic_bike,CAN,2023-01-01
W002240,electric_bike,CAN,2023-01-01
W001792,classic_bike,CAN,2023-01-01
W009152,electric_bike,US,2023-02-10
W004949,electric_bike,US,2023-02-10
W005129,classic_bike,US,2023-02-10
W008150,classic_bike,US,2023-02-10
W000201,classic_bike,US,2023-02-10
W003036,classic_bike,CAN,2023-02-10
W000767,classic_bike,CAN,2023-02-10
W003952,classic_bike,CAN,2023-02-10
W006976,classic_bike,CAN,2023-02-10
W000068,classic_bike,CAN,2023-02-10
W000090,classic_bike,US,2023-04-12
W000170,classic_bike,US,2023-04-12
W004908,classic_bike,US,2023-04-12
W004742,docked_bike,US,2023-04-12
W001325,classic_bike,US,2023-04-12
W007686,classic_bike,US,2023-03-25
W000127,classic_bike,US,2023-03-25
W004245,classic_bike,US,2023-03-25
W003620,classic_bike,US,2023-03-25
W005647,classic_bike,US,2023-03-25
W007869,classic_bike,CAN,2023-04-12
W001663,classic_bike,CAN,2023-04-12
W002141,classic_bike,CAN,2023-04-12
W001575,classic_bike,CAN,2023-04-12
W004076,classic_bike,CAN,2023-04-12
W009786,classic_bike,CAN,2023-02-10
W008369,classic_bike,CAN,2023-02-10
W009714,classic_bike,CAN,2023-02-10
W008665,electric_bike,CAN,2023-02-10
W008434,classic_bike,CAN,2023-02-10
W000945,classic_bike,CAN,2023-04-12
W005505,classic_bike,CAN,2023-04-12
W009837,electric_bike,CAN,2023-04-12
W001177,classic_bike,CAN,2023-04-12
W004154,classic_bike,CAN,2023-04-12
W003841,classic_bike,CAN,2023-01-01
W009960,classic_bike,CAN,2023-01-01
W001488,classic_bike,CAN,2023-01-01
W003191,classic_bike,CAN,2023-01-01
W004519,classic_bike,CAN,2023-01-01
W006216,electric_bike,US,2023-02-10
W009841,electric_bike,US,2023-02-10
W005528,classic_bike,US,2023-02-10
W007355,electric_bike,US,2023-02-10
W007371,electric_bike,US,2023-02-10
W003951,classic_bike,CAN,2023-06-18
W006034,electric_bike,CAN,2023-06-18
W008550,classic_bike,CAN,2023-06-18
W004316,classic_bike,CAN,2023-06-18
W008171,classic_bike,CAN,2023-06-18
W005920,classic_bike,US,2023-02-10
W007915,classic_bike,US,2023-02-10
W005345,classic_bike,US,2023-02-10
W009210,classic_bike,US,2023-02-10
W008829,classic_bike,US,2023-02-10
W005174,classic_bike,CAN,2023-01-01
W002224,classic_bike,CAN,2023-01-01
W002750,electric_bike,CAN,2023-01-01
W007809,classic_bike,CAN,2023-01-01
W008858,classic_bike,CAN,2023-01-01
W002477,classic_bike,US,2023-06-18
W004221,classic_bike,US,2023-06-18
W005770,classic_bike,US,2023-06-18
W008811,electric_bike,US,2023-06-18
W006944,docked_bike,US,2023-06-18
W009605,docked_bike,CAN,2023-07-07
W008624,classic_bike,CAN,2023-07-07
W000019,classic_bike,CAN,2023-07-07
W000796,classic_bike,CAN,2023-07-07
W005801,classic_bike,CAN,2023-07-07
W008831,classic_bike,US,2023-07-07
W000203,classic_bike,US,2023-07-07
W006429,classic_bike,US,2023-07-07
W004845,classic_bike,US,2023-07-07
W001486,classic_bike,US,2023-07-07
W009004,classic_bike,CAN,2023-05-12
W003538,classic_bike,CAN,2023-05-12
W005952,classic_bike,CAN,2023-05-12
W001931,classic_bike,CAN,2023-05-12
W008362,classic_bike,CAN,2023-05-12
W006415,classic_bike,CAN,2023-04-12
W005750,classic_bike,CAN,2023-04-12
W000158,classic_bike,CAN,2023-04-12
W005043,classic_bike,CAN,2023-04-12
W005103,classic_bike,CAN,2023-04-12
W002727,classic_bike,CAN,2023-06-18
W002385,classic_bike,CAN,2023-06-18
W007499,classic_bike,CAN,2023-06-18
W003180,docked_bike,CAN,2023-06-18
W001143,classic_bike,CAN,2023-06-18
W004053,classic_bike,CAN,2023-07-07
W009530,docked_bike,CAN,2023-07-07
W007978,classic_bike,CAN,2023-07-07
W003037,classic_bike,CAN,2023-07-07
W002682,classic_bike,CAN,2023-07-07
W008962,classic_bike,CAN,2023-01-01
W001485,classic_bike,CAN,2023-01-01
W008985,classic_bike,CAN,2023-01-01
W000780,classic_bike,CAN,2023-01-01
W008775,classic_bike,CAN,2023-01-01
W001099,classic_bike,US,2023-01-01
W009828,classic_bike,US,2023-01-01
W001574,classic_bike,US,2023-01-01
W007785,classic_bike,US,2023-01-01
W000157,classic_bike,US,2023-01-01
W009246,docked_bike,US,2023-01-01
W002346,classic_bike,US,2023-01-01
W009584,classic_bike,US,2023-01-01
W004304,classic_bike,US,2023-01-01
W002579,docked_bike,US,2023-01-01
W008913,classic_bike,CAN,2023-05-12
W005342,classic_bike,CAN,2023-05-12
W009979,classic_bike,CAN,2023-05-12
W006685,classic_bike,CAN,2023-05-12
W009940,classic_bike,CAN,2023-05-12
W003137,classic_bike,US,2023-04-12
W001805,classic_bike,US,2023-04-12
W009324,classic_bike,US,2023-04-12
W006186,classic_bike,US,2023-04-12
W000297,classic_bike,US,2023-04-12
W009077,electric_bike,US,2023-06-18
W009402,classic_bike,US,2023-06-18
W006057,classic_bike,US,2023-06-18
W006446,classic_bike,US,2023-06-18
W000723,classic_bike,US,2023-06-18
W000931,classic_bike,US,2023-02-10
W002816,classic_bike,US,2023-02-10
W005146,classic_bike,US,2023-02-10
W007946,classic_bike,US,2023-02-10
W004457,classic_bike,US,2023-02-10
W000265,classic_bike,US,2023-07-07
W009950,classic_bike,US,2023-07-07
W003848,classic_bike,US,2023-07-07
W006966,classic_bike,US,2023-07-07
W008163,classic_bike,US,2023-07-07
W007310,classic_bike,US,2023-03-25
W004138,classic_bike,US,2023-03-25
W000785,classic_bike,US,2023-03-25
W003589,electric_bike,US,2023-03-25
W002804,classic_bike,US,2023-03-25
W000758,classic_bike,CAN,2023-06-18
W002194,classic_bike,CAN,2023-06-18
W001621,classic_bike,CAN,2023-06-18
W003661,classic_bike,CAN,2023-06-18
W006073,classic_bike,CAN,2023-06-18
W004940,classic_bike,CAN,2023-07-07
W003348,classic_bike,CAN,2023-07-07
W003492,classic_bike,CAN,2023-07-07
W004626,classic_bike,CAN,2023-07-07
W006027,classic_bike,CAN,2023-07-07
W008908,classic_bike,CAN,2023-01-01
W000482,classic_bike,CAN,2023-01-01
W009625,classic_bike,CAN,2023-01-01
W003230,classic_bike,CAN,2023-01-01
W004205,classic_bike,CAN,2023-01-01
W006177,classic_bike,US,2023-01-01
W007701,classic_bike,US,2023-01-01
W002174,electric_bike,US,2023-01-01
W007803,classic_bike,US,2023-01-01
W002288,classic_bike,US,2023-01-01
W003323,docked_bike,US,2023-06-18
W003603,classic_bike,US,2023-06-18
W007893,classic_bike,US,2023-06-18
W006563,classic_bike,US,2023-06-18
W008257,electric_bike,US,2023-06-18
W007346,docked_bike,CAN,2023-03-25
W001127,docked_bike,CAN,2023-03-25
W000953,classic_bike,CAN,2023-03-25
W004821,classic_bike,CAN,2023-03-25
W000082,classic_bike,CAN,2023-03-25
W004545,classic_bike,CAN,2023-02-10
W007332,classic_bike,CAN,2023-02-10
W008839,classic_bike,CAN,2023-02-10
W008280,classic_bike,CAN,2023-02-10
W004293,classic_bike,CAN,2023-02-10
W009975,electric_bike,CAN,2023-01-01
W004922,electric_bike,CAN,2023-01-01
W006142,classic_bike,CAN,2023-01-01
W007801,classic_bike,CAN,2023-01-01
W004112,classic_bike,CAN,2023-01-01
W004643,classic_bike,CAN,2023-01-01
W002077,classic_bike,CAN,2023-01-01
W004923,classic_bike,CAN,2023-01-01
W006244,classic_bike,CAN,2023-01-01
W001228,classic_bike,CAN,2023-01-01
W008426,docked_bike,CAN,2023-03-25
W000118,classic_bike,CAN,2023-03-25
W000738,classic_bike,CAN,2023-03-25
W004554,classic_bike,CAN,2023-03-25
W009205,classic_bike,CAN,2023-03-25
W003370,classic_bike,US,2023-03-25
W007298,electric_bike,US,2023-03-25
W007657,classic_bike,US,2023-03-25
W007006,classic_bike,US,2023-03-25
W009916,classic_bike,US,2023-03-25
W007437,classic_bike,US,2023-02-10
W009470,classic_bike,US,2023-02-10
W003616,electric_bike,US,2023-02-10
W003044,classic_bike,US,2023-02-10
W004441,classic_bike,US,2023-02-10
W003600,classic_bike,US,2023-02-10
W004885,classic_bike,US,2023-02-10
W001412,docked_bike,US,2023-02-10
W005555,classic_bike,US,2023-02-10
W004307,classic_bike,US,2023-02-10
W006631,classic_bike,CAN,2023-01-01
W007718,classic_bike,CAN,2023-01-01
W002221,classic_bike,CAN,2023-01-01
W004569,classic_bike,CAN,2023-01-01
W002015,electric_bike,CAN,2023-01-01
W003210,classic_bike,US,2023-01-01
W006469,classic_bike,US,2023-01-01
W007500,classic_bike,US,2023-01-01
W004224,docked_bike,US,2023-01-01
W005796,classic_bike,US,2023-01-01
W005980,classic_bike,CAN,2023-03-25
W007700,classic_bike,CAN,2023-03-25
W007154,classic_bike,CAN,2023-03-25
W000821,classic_bike,CAN,2023-03-25
W002863,classic_bike,CAN,2023-03-25
W001606,classic_bike,US,2023-04-12
W003682,classic_bike,US,2023-04-12
W002120,classic_bike,US,2023-04-12
W006569,classic_bike,US,2023-04-12
W003311,classic_bike,US,2023-04-12
W004114,docked_bike,CAN,2023-07-07
W009370,classic_bike,CAN,2023-07-07
W001859,classic_bike,CAN,2023-07-07
W007017,classic_bike,CAN,2023-07-07
W000132,classic_bike,CAN,2023-07-07
